Concat	MutantID	Plate	NR Well Location	NR Well Location	R Well Location	Genomic Location	Chromosome Location	Gene Description	Gene Name	Gene Role	% into ORF	Direction of Transposon in ORF (see materials and methods)	BLAST Score	Next Best BLAST Score	Levenshtein Distance	Ambiguous location ('yes' if difference between BLAST scores is 0 or if Levenshtein Distance > 4)
18B2	EC11848	18	B2	B	2	1032694	1	cysteine synthase A	cysK	Amino acid biosynthesis	45.6	+	531	0	0	
18E8	EC11986	18	E8	E	8	1045281	1	"rcp protein, authentic frameshift"	rcp	Mobile and extrachromosomal element functions	7.2	+	228	103	0	
18H9	EC12170	18	H9	H	9	1146167	1	hypothetical protein			35	-	486	0	0	
18F9	EC12124	18	F9	F	9	1193047	1	hypothetical protein			56.1	+	281	0	0	
18D5	EC12102	18	D5	D	5	724948	1	conserved hypothetical protein		Hypothetical proteins	67.8	+	145	0	6	yes
18H6	EC12033	18	H6	H	6	1224419	1	hypothetical protein			23.1	-	226	143	0	
18F1	EC11706	18	F1	F	1	1228177	1	response regulator		Regulatory functions	89.7	-	182	0	0	
18F11	EC12597	18	F11	F	11	1270074	1	hypothetical protein			7.4	+	904	0	3	
18G3	EC12211	18	G3	G	3	1294809	1	GGDEF family protein		Unknown function	23.4	-	190	0	0	
18F8	EC11988	18	F8	F	8	1302354	1	thiopurine methyltransferase		Central intermediary metabolism	62	-	81.8	0	0	
18C10	EC12224	18	C10	C	10	1332890	1	"DNA gyrase, subunit A"	gyrA	DNA metabolism	99.8	+	176	0	0	
18G5	EC12208	18	G5	G	5	1358826	1	"PTS system, cellobiose-specific IIA component"	celC	Transport and binding proteins	37.9	+	188	0	0	
18H8	EC11998	18	H8	H	8	1374265	1	"membrane protein, putative"		Cell envelope	20.6	+	315	0	0	
18D3	EC12103	18	D3	D	3	1399795	1	sensor histidine kinase		Regulatory functions	95.9	+	375	0	0	
18A2	EC11742	18	A2	A	2	1454800	1	conserved hypothetical protein		Hypothetical proteins	7.8	-	125	0	0	
18G4	EC11968	18	G4	G	4	1480618	1	"transcriptional regulator, LysR family"		Regulatory functions	94.6	-	345	0	0	
18F10	EC12309	18	F10	F	10	1483266	1	cryptochrome Cry2	cry2	DNA metabolism	6.8	-	858	0	0	
18D10	EC12232	18	D10	D	10	1517722	1	hypothetical protein			41.1	-	375	0	0	
18D4	EC11958	18	D4	D	4	1574454	1	hypothetical protein			37.7	-	555	242	0	
18A12	EC12310	18	A12	A	12	1617862	1	conserved hypothetical protein		Hypothetical proteins	34.6	-	176	0	0	
18G1	EC11712	18	G1	G	1	1623867	1	"formate dehydrogenase, cytochrome B556 subunit"	fdnI	Energy metabolism	44.9	+	809	0	2	
18C3	EC12097	18	C3	C	3	1630969	1	hypothetical protein			52.4	+	593	0	0	
18G6	EC12031	18	G6	G	6	1649600	1	lipoprotein NlpC	nlpC	Cell envelope	22.8	+	281	0	0	
18D7	EC12143	18	D7	D	7	1795594	1	"ABC transporter, periplasmic substrate-binding protein, putative"		Transport and binding proteins	12.1	-	97.6	0	0	
18B10	EC12182	18	B10	B	10	1861954	1	"membrane protein, putative"		Cell envelope	18	-	585	0	0	
18E11	EC12593	18	E11	E	11	1872861	1	arginyl-tRNA-protein transferase-related protein		Unknown function	7.4	+	79.8	0	0	
18F4	EC11962	18	F4	F	4	1925753	1	conserved hypothetical protein		Hypothetical proteins	37.3	+	325	0	0	
18C7	EC12139	18	C7	C	7	2099487	1	pvcA protein	pvcA	Central intermediary metabolism	57.6	+	208	0	0	
18D6	EC11983	18	D6	D	6	2168669	1	conserved hypothetical protein		Hypothetical proteins	80.4	+	575	0	0	
18F7	EC12181	18	F7	F	7	2212574	1	heme exporter protein B	ccmB	Transport and binding proteins	13.1	+	466	0	0	
18B11	EC12531	18	B11	B	11	2250035	1	"succinate dehydrogenase, iron-sulfur protein"	sdhB	Energy metabolism	31.8	-	383	0	0	
18G8	EC11994	18	G8	G	8	2283222	1	"flagellar protein FliJ, putative"		Cellular processes	24.4	+	543	0	0	
18C4	EC11916	18	C4	C	4	2328761	1	ribose-phosphate pyrophosphokinase	prsA	"Purines, pyrimidines, nucleosides, and nucleotides"	99.5	-	252	0	0	
18A4	EC12257	18	A4	A	4	2364601	1	hypothetical protein			13.1	+	272	119	0	
18G2	EC12007	18	G2	G	2	2431814	1	xanthine-guanine phosphoribosyltransferase	gpt	"Purines, pyrimidines, nucleosides, and nucleotides"	7.3	-	137	0	0	
18C8	EC11944	18	C8	C	8	2456248	1	"transcriptional activator, putative"		Regulatory functions	0.7	+	115	0	0	
18B4	EC12261	18	B4	B	4	2642405	1	DNA repair protein RecO	recO	DNA metabolism	6.4	-	428	0	0	
18G11	EC12635	18	G11	G	11	2667165	1	hypothetical protein			65.3	-	250	0	0	
18H4	EC11974	18	H4	H	4	2721208	1	"thiamine ABC transporter, permease protein, putative"		Transport and binding proteins	8	-	222	0	0	
18A9	EC12034	18	A9	A	9	2813507	1	argininosuccinate lyase	argH	Amino acid biosynthesis	13.5	-	325	0	0	
18C11	EC12549	18	C11	C	11	2848537	1	"malate oxidoreductase, putative"		Energy metabolism	15.9	-	858	0	0	
18D2	EC11888	18	D2	D	2	2859282	1	"periplasmic protein cpxP, putative"		Cellular processes	66.2	+	313	0	0	
18B5	EC12022	18	B5	B	5	2901797	1	general secretion pathway protein H	epsH	Protein fate	22.9	+	573	0	0	
18D1	EC11648	18	D1	D	1	61959	2	purine nucleoside phosphorylase	deoD-2	"Purines, pyrimidines, nucleosides, and nucleotides"	13	+	125	0	0	
18G9	EC12128	18	G9	G	9	64470	2	"deoxyribodipyrimidine photolyase, cyclobutane pyrimidine dimer-specific"	phrB-2	DNA metabolism	25.9	+	969	0	0	
18F5	EC12162	18	F5	F	5	158747	2	C4-dicarboxylate transport transcriptional regulatory protein	dctD-2	Regulatory functions	89.5	-	505	42.1	0	
18F6	EC11997	18	F6	F	6	188819	2	conserved hypothetical protein		Hypothetical proteins	20.9	-	470	0	0	
18H3	EC12215	18	H3	H	3	229692	2	hypothetical protein			33.9	-	353	0	0	
18C5	EC12060	18	C5	C	5	253527	2	"transcriptional regulator, AraC/XylS family"		Regulatory functions	5.3	+	440	0	0	
18D9	EC12096	18	D9	D	9	393230	2	hypothetical protein			83.6	-	149	40.1	5	yes
18C2	EC11854	18	C2	C	2	498495	2	GGDEF family protein		Unknown function	34.1	-	428	0	0	
18E3	EC12159	18	E3	E	3	538827	2	"ABC transporter, permease protein"		Transport and binding proteins	6.4	-	392	0	0	
18B7	EC12131	18	B7	B	7	546492	2	hypothetical protein			89.5	-	607	0	0	
18C6	EC11979	18	C6	C	6	582989	2	hypothetical protein			19.7	-	371	0	0	
18B6	EC11951	18	B6	B	6	671479	2	cobyric acid synthase	cobQ	"Biosynthesis of cofactors, prosthetic groups, and carriers"	33.9	+	509	0	0	
18E2	EC11902	18	E2	E	2	687385	2	hypothetical protein			25.5	-	287	0	5	
18B8	EC11940	18	B8	B	8	723279	2	UDP-glucose 6-dehydrogenase	ugd	Cell envelope	9	-	670	0	0	
18A11	EC12403	18	A11	A	11	737369	2	hypothetical protein			64.3	-	333	0	1	
18A10	EC12172	18	A10	A	10	752592	2	NodN-related protein		Unknown function	82	+	745	0	0	
18A5	EC12014	18	A5	A	5	790780	2	GGDEF family protein		Unknown function	12.2	-	287	0	0	
18C12	EC12394	18	C12	C	12	844761	2	conserved hypothetical protein		Hypothetical proteins	12.9	-	474	0	0	
18D8	EC11952	18	D8	D	8	865152	2	hutW protein	hutW	"Biosynthesis of cofactors, prosthetic groups, and carriers"	20.7	-	129	0	0	
18F3	EC12197	18	F3	F	3	899233	2	spermidine n1-acetyltransferase	speG	Central intermediary metabolism	4.8	+	615	0	2	
18A6	EC11937	18	A6	A	6	900963	2	hypothetical protein			14	-	442	0	1	
18A6	EC11937	18	A6	A	6	900963	2	conserved hypothetical protein		Hypothetical proteins	6.8	+	442	0	1	
18A7	EC12039	18	A7	A	7	937660	2	conserved hypothetical protein		Hypothetical proteins	34.5	+	543	0	0	
18D12	EC12398	18	D12	D	12	953373	2	"NADH-dependent flavin oxidoreductase, Oye family"		Central intermediary metabolism	12.5	+	523	0	0	
18E1	EC11656	18	E1	E	1	953739	2	"transcriptional regulator, TetR family"		Regulatory functions	14.7	-	359	0	0	
18H7	EC12271	18	H7	H	7	969922	2	hypothetical protein			5.1	+	446	0	1	
18A3	EC12017	18	A3	A	3	985513	2	methyl-accepting chemotaxis protein		Cellular processes	24.5	-	898	0	0	
18C1	EC11644	18	C1	C	1	1002204	2	conserved hypothetical protein		Hypothetical proteins	5.1	+	99.6	0	0	
18G7	EC12227	18	G7	G	7	1022488	2	sodium/proline symporter	putP	Transport and binding proteins	18.7	+	613	0	1	
18A1	EC11598	18	A1	A	1	1056305	2	"ABC transporter, permease protein"		Transport and binding proteins	55.4	-	394	0	0	
18C9	EC12088	18	C9	C	9	1064092	2	hypothetical protein			36.2	-	426	0	0	
18B9	EC12048	18	B9	B	9	1069167	2	"spermidine/putrescine ABC transporter, periplasmic spermidine/putrescine-binding protein"		Transport and binding proteins	23.4	-	268	0	1	
19F10	EC13127	19	F10	F	10	7243	1	hypothetical protein			13.2	+	729	0	0	
19G5	EC12923	19	G5	G	5	65140	1	thiH protein	thiH	"Biosynthesis of cofactors, prosthetic groups, and carriers"	13.9	-	210	0	0	
19E2	EC12381	19	E2	E	2	76528	1	universal stress protein A	uspA	Cellular processes	25.6	-	301	0	1	
19F7	EC12849	19	F7	F	7	109544	1	conserved hypothetical protein		Hypothetical proteins	14.4	-	228	0	0	
19B5	EC12618	19	B5	B	5	118954	1	cyaY protein	cyaY	Unknown function	15.2	+	789	0	0	
19F9	EC12902	19	F9	F	9	168320	1	hypothetical protein			48.5	-	135	0	3	
19C9	EC12812	19	C9	C	9	240155	1	"lipopolysaccharide biosynthesis protein, putative"		Cell envelope	23.4	+	394	0	0	
19C12	EC13112	19	C12	C	12	246621	1	mannose-1-phosphate guanylyltransferase	rfbA	Cell envelope	6.7	-	153	0	2	
19E11	EC13261	19	E11	E	11	393216	1	conserved hypothetical protein		Hypothetical proteins	61.3	-	143	0	0	
19D12	EC13122	19	D12	D	12	409250	1	5-methyltetrahydrofolate--homocysteine methyltransferase	metH	Amino acid biosynthesis	5.8	-	527	0	0	
19F3	EC12661	19	F3	F	3	461089	1	immunogenic protein		Cell envelope	5.2	-	172	0	0	
19C6	EC12730	19	C6	C	6	510836	1	conserved hypothetical protein		Hypothetical proteins	7	-	412	103	0	
19D5	EC12727	19	D5	D	5	560737	1	CDP-ribitol pyrophosphorylase-related protein		Fatty acid and phospholipid metabolism	96.7	-	351	0	0	
19C7	EC12763	19	C7	C	7	561594	1	conserved hypothetical protein		Hypothetical proteins	30.5	-	293	0	0	
19C10	EC12992	19	C10	C	10	575970	1	regulatory protein RecX	recX	Regulatory functions	16.3	+	61.9	0	0	
19E3	EC12651	19	E3	E	3	639353	1	"iron(III) ABC transporter, periplasmic iron-compound-binding protein"		Transport and binding proteins	44.4	-	272	0	0	
19D3	EC12613	19	D3	D	3	663934	1	conserved hypothetical protein		Hypothetical proteins	7.2	-	650	0	2	
19B8	EC12939	19	B8	B	8	667485	1	"multidrug resistance protein, putative"		Transport and binding proteins	5.8	+	624	0	0	
19G7	EC12855	19	G7	G	7	806627	1	peptidase B	pepB	Protein fate	15.1	-	438	0	0	
19E1	EC12644	19	E1	E	1	828129	1	"vibriobactin-specific 2,3-dihydroxybenzoate-AMP ligase"	vibE	Transport and binding proteins	41.6	+	153	0	0	
19D10	EC13006	19	D10	D	10	833977	1	"vibriobactin and enterobactin ABC transporter, permease protein"	viuD	Transport and binding proteins	50.8	-	412	0	0	
19D9	EC12860	19	D9	D	9	900143	1	TCP pilus virulence regulatory protein	tcpN/toxT	Cellular processes	30	-	521	0	0	
19C11	EC13249	19	C11	C	11	937740	1	hypothetical protein			48.6	+	484	40.1	1	
19H4	EC12612	19	H4	H	4	959948	1	GGDEF family protein		Unknown function	29.4	+	638	0	0	
19G2	EC12469	19	G2	G	2	981888	1	serine acetyltransferase-related protein		Central intermediary metabolism	10.2	-	797	0	0	
19H6	EC12974	19	H6	H	6	1001105	1	hypothetical protein			32.8	+	613	0	0	
19F12	EC13168	19	F12	F	12	1154734	1	response regulator		Regulatory functions	36	-	323	0	0	
19G1	EC12323	19	G1	G	1	1209117	1	pseudouridine synthase family 1 protein		Protein synthesis	42.6	+	188	0	0	
19A2	EC12331	19	A2	A	2	1245613	1	indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase	trpC/F	Amino acid biosynthesis	5.8	-	511	0	0	
19H7	EC12893	19	H7	H	7	1261312	1	sanA protein	sanA	Cell envelope	9.8	-	93.7	0	0	
19D11	EC13259	19	D11	D	11	1267731	1	conserved hypothetical protein		Hypothetical proteins	5.1	-	71.9	0	0	
19E10	EC13111	19	E10	E	10	1279195	1	urocanate hydratase	hutU	Energy metabolism	20.1	-	389	0	1	
19E6	EC12828	19	E6	E	6	1307989	1	exodeoxyribonuclease I	sbcB	DNA metabolism	43.6	+	973	0	0	
19F8	EC13037	19	F8	F	8	1314766	1	hypothetical protein			97.2	+	145	63.9	0	
19A8	EC12895	19	A8	A	8	1321353	1	conserved hypothetical protein		Hypothetical proteins	47.6	+	123	0	0	
19G12	EC13176	19	G12	G	12	1428064	1	"acetyltransferase, putative"		Central intermediary metabolism	31.9	-	531	0	0	
19G6	EC12884	19	G6	G	6	1471267	1	conserved hypothetical protein		Hypothetical proteins	44.7	-	470	0	0	
19D8	EC12943	19	D8	D	8	1477775	1	heat shock protein 70 family protein		Protein fate	7.2	-	248	0	0	
19A6	EC13019	19	A6	A	6	1490253	1	chemotaxis protein methyltransferase CheR	cheR-1	Cellular processes	35.1	-	856	0	0	
19C3	EC12611	19	C3	C	3	1530669	1	conserved hypothetical protein		Hypothetical proteins	96.6	+	825	0	0	
19F2	EC12461	19	F2	F	2	1649186	1	hypothetical protein			42.9	+	827	0	0	
19B7	EC12747	19	B7	B	7	1655623	1	DNA ligase	ligA-2	DNA metabolism	15.8	-	394	0	1	
19H9	EC12940	19	H9	H	9	1695585	1	"superoxide dismutase, Cu-Zn"	sodC	Cellular processes	47.7	-	77.8	0	1	
19E5	EC12875	19	E5	E	5	1786599	1	hypothetical protein			71.8	-	240	0	0	
19D1	EC12638	19	D1	D	1	1801591	1	"sodium-dependent transporter, putative"		Transport and binding proteins	13.5	-	75.8	40.1	0	
19A9	EC12800	19	A9	A	9	1858543	1	torD protein	torD	Unknown function	14	-	143	0	0	
19H8	EC12760	19	H8	H	8	1870378	1	conserved hypothetical protein		Hypothetical proteins	76.6	+	618	0	0	
19H11	EC13367	19	H11	H	11	1965159	1	"PTS system, fructose-specific IIB component"	frwB	Transport and binding proteins	15.7	+	932	0	1	
19D6	EC12740	19	D6	D	6	1991808	1	conserved hypothetical protein		Hypothetical proteins	78.9	+	212	0	0	
19D7	EC12803	19	D7	D	7	2167893	1	"PTS system, glucose-specific IIBC component"	ptsG	Transport and binding proteins	17.1	-	266	0	0	
19F4	EC12556	19	F4	F	4	2204895	1	"oxidoreductase, short-chain dehydrogenase/reductase family"		Central intermediary metabolism	19.4	+	359	0	0	
19D2	EC12379	19	D2	D	2	2215150	1	conserved hypothetical protein		Hypothetical proteins	52.9	-	577	0	0	
19A10	EC12960	19	A10	A	10	2346114	1	basal-body rod modification protein FlgD	flgD	Cellular processes	7.3	+	242	0	0	
19G9	EC12910	19	G9	G	9	2370968	1	conserved hypothetical protein		Hypothetical proteins	15.4	+	75.8	0	0	
19B2	EC12373	19	B2	B	2	2420144	1	hypothetical protein			65.3	+	299	218	0	
19B11	EC13221	19	B11	B	11	2443794	1	thiamin biosynthesis lipoprotein ApbE	apbE	"Biosynthesis of cofactors, prosthetic groups, and carriers"	98.2	-	1074	0	0	
19A4	EC12336	19	A4	A	4	2492301	1	conserved hypothetical protein		Hypothetical proteins	5.3	+	710	0	0	
19B9	EC12802	19	B9	B	9	2512893	1	sodium/alanine symporter		Transport and binding proteins	23.2	+	133	0	0	
19G8	EC12756	19	G8	G	8	2546816	1	conserved hypothetical protein		Hypothetical proteins	11.6	-	212	0	0	
19H12	EC13212	19	H12	H	12	2592469	1	single-stranded-DNA-specific exonuclease RecJ	recJ	DNA metabolism	5.4	-	682	0	0	
19H5	EC13013	19	H5	H	5	2596121	1	"nicotinate-nucleotide pyrophosphorylase, carboxylating"	nadC	"Biosynthesis of cofactors, prosthetic groups, and carriers"	6.8	+	234	0	2	
19A11	EC13217	19	A11	A	11	2608353	1	conserved hypothetical protein		Hypothetical proteins	7.3	-	367	0	0	
19H3	EC12332	19	H3	H	3	2709559	1	conserved hypothetical protein		Hypothetical proteins	4.1	+	79.8	0	0	
19E4	EC12476	19	E4	E	4	2921000	1	hypothetical protein			55.5	+	434	0	0	
19F11	EC13269	19	F11	F	11	8185	2	methyl-accepting chemotaxis protein		Cellular processes	6.1	-	688	0	1	
19A7	EC13020	19	A7	A	7	8740	2	conserved hypothetical protein		Hypothetical proteins	58.5	+	224	0	0	
19F1	EC12646	19	F1	F	1	46218	2	Sco1-related protein		Unknown function	80	+	260	0	0	
19G3	EC12665	19	G3	G	3	61009	2	hypothetical protein			21.5	+	77.8	0	0	
19A5	EC12616	19	A5	A	5	87446	2	sulfate permease family protein		Transport and binding proteins	52.4	+	500	0	0	
19A12	EC13393	19	A12	A	12	95784	2	"membrane protein, putative"		Cell envelope	27.2	-	268	0	0	
19C5	EC12677	19	C5	C	5	126400	2	clpB protein	clpB-2	Protein fate	8.5	-	97.6	0	0	
19C1	EC12628	19	C1	C	1	130440	2	hypothetical protein			13.1	-	404	0	0	
19E7	EC12815	19	E7	E	7	199574	2	hypothetical protein			12.1	+	301	0	0	
19B10	EC12988	19	B10	B	10	248687	2	hypothetical protein			35.2	+	601	0	0	
19G11	EC13313	19	G11	G	11	306163	2	hypothetical protein			83.4	-	214	0	0	
19H10	EC13201	19	H10	H	10	345078	2	hypothetical protein			83.7	+	1015	400	0	
19A1	EC12584	19	A1	A	1	356715	2	hypothetical protein			39.8	+	392	392	0	
19B3	EC12605	19	B3	B	3	580705	2	hypothetical protein			17.8	-	250	0	0	
19C8	EC12941	19	C8	C	8	607269	2	hypothetical protein			42	-	377	0	0	
19E12	EC13126	19	E12	E	12	620200	2	regulatory protein UhpC	uhpC	Regulatory functions	9.4	-	791	0	0	
19H1	EC12329	19	H1	H	1	659455	2	conserved hypothetical protein		Hypothetical proteins	53.9	+	186	0	0	
19B12	EC13064	19	B12	B	12	678646	2	conserved hypothetical protein		Hypothetical proteins	60.5	+	480	0	0	
19E8	EC12945	19	E8	E	8	712829	2	conserved hypothetical protein		Hypothetical proteins	86.9	+	339	0	0	
19C4	EC12426	19	C4	C	4	738222	2	"resolvase, putative"		Mobile and extrachromosomal element functions	17.5	+	139	0	0	
19G10	EC13169	19	G10	G	10	751627	2	"ABC transporter, periplasmic substrate-binding protein"		Transport and binding proteins	16.3	+	127	0	0	
19B4	EC12412	19	B4	B	4	780724	2	conserved hypothetical protein		Hypothetical proteins	35	-	143	0	0	
19F6	EC12866	19	F6	F	6	782812	2	"hemolysin, putative"		Cellular processes	24.7	-	416	0	2	
19E9	EC12892	19	E9	E	9	808637	2	"oxidoreductase, aldo/keto reductase 2 family"		Central intermediary metabolism	36.6	+	476	0	0	
19G4	EC12568	19	G4	G	4	813373	2	"lipase, putative"		Fatty acid and phospholipid metabolism	10	+	632	0	3	
19H2	EC12557	19	H2	H	2	845127	2	hypothetical protein			82.1	-	509	0	0	
19C2	EC12375	19	C2	C	2	859391	2	permease		Transport and binding proteins	8.8	-	208	0	0	
19A3	EC12559	19	A3	A	3	889174	2	"conserved hypothetical protein, authentic frameshift"		Hypothetical proteins	6.4	-	555	0	0	
19B6	EC12692	19	B6	B	6	896992	2	"maltose ABC transporter, periplasmic maltose-binding protein"	malE	Transport and binding proteins	19.1	+	603	0	0	
19F5	EC12885	19	F5	F	5	897891	2	"maltose/maltodextrin ABC transporter, ATP-binding protein"	malK	Transport and binding proteins	2.7	-	71.9	0	1	
19D4	EC12474	19	D4	D	4	988708	2	"amino acid ABC transporter, permease protein"		Transport and binding proteins	13.3	+	143	0	0	
20B9	EC13561	20	B9	B	9	21701	1	hypothetical protein			23.5	-	737	0	0	
20H11	EC13666	20	H11	H	11	44706	1	polypeptide deformylase	def-1	Protein fate	19.6	+	505	0	0	
20G10	EC13807	20	G10	G	10	71732	1	sensory box/GGDEF family protein		Regulatory functions	9.6	-	1102	0	0	
20E2	EC13421	20	E2	E	2	77458	1	conserved hypothetical protein		Hypothetical proteins	17.6	-	317	0	0	
20C1	EC13352	20	C1	C	1	116342	1	adenylate cyclase	cyaA	Regulatory functions	11.3	+	115	0	0	
20H9	EC13663	20	H9	H	9	172239	1	"peptide ABC transporter, permease protein"		Transport and binding proteins	23.5	-	480	0	0	
20C11	EC13568	20	C11	C	11	177919	1	hypothetical protein			10.6	-	252	0	0	
20G1	EC13191	20	G1	G	1	200369	1	gamma-glutamyltranspeptidase	ggt	"Biosynthesis of cofactors, prosthetic groups, and carriers"	12.9	+	942	0	2	
20E6	EC13456	20	E6	E	6	309809	1	hypothetical protein			40.7	+	521	0	0	
20B8	EC13750	20	B8	B	8	331098	1	hypothetical protein			51.3	-	412	0	0	
20B2	EC13275	20	B2	B	2	383156	1	hypothetical protein			15.4	+	230	0	0	
20E11	EC13612	20	E11	E	11	456650	1	hypothetical protein			14.6	+	757	0	0	
20H7	EC13736	20	H7	H	7	478259	1	hypothetical protein			97.3	+	155	0	0	
20F5	EC13649	20	F5	F	5	490788	1	conserved hypothetical protein		Hypothetical proteins	67.6	+	313	0	0	
20G11	EC13632	20	G11	G	11	534624	1	"type IV pilin, putative"		Cell envelope	18.3	+	660	0	0	
20B6	EC13779	20	B6	B	6	537512	1	hypothetical protein			2.4	-	942	0	0	
20D4	EC13436	20	D4	D	4	538008	1	hypothetical protein			37.3	+	135	0	0	
20C7	EC13608	20	C7	C	7	539015	1	hypothetical protein			7.4	-	357	0	0	
20F4	EC13491	20	F4	F	4	563281	1	protein-L-isoaspartate O-methyltransferase	pcm	Protein fate	29	+	666	0	0	
20E9	EC13575	20	E9	E	9	584786	1	"oxaloacetate decarboxylase, beta subunit"	oadB-1	Energy metabolism	30	-	739	0	0	
20F7	EC13650	20	F7	F	7	615062	1	sulfate permease family protein		Transport and binding proteins	10.2	-	571	0	0	
20A12	EC13672	20	A12	A	12	622162	1	polyA polymerase	pcnB	Transcription	6.1	-	125	0	0	
20F9	EC13621	20	F9	F	9	646616	1	"cellobiose/cellodextrin-phosphorylase, putative"		Energy metabolism	5.8	-	807	0	0	
20A1	EC13222	20	A1	A	1	714402	1	hypothetical protein			50.9	-	151	0	0	
20A8	EC13748	20	A8	A	8	723571	1	nptA protein	ntpA	Transport and binding proteins	7.5	+	268	0	0	
20E7	EC13640	20	E7	E	7	835137	1	"vibriobactin and enterobactin ABC transporter, permease protein"	viuG	Transport and binding proteins	61.3	+	262	0	0	
20F3	EC13376	20	F3	F	3	874671	1	"transposase, putative authentic point mutation"		Mobile and extrachromosomal element functions	37.9	+	264	0	0	
20A3	EC13294	20	A3	A	3	978289	1	hypothetical protein			13.6	+	285	0	0	
20A4	EC13392	20	A4	A	4	998243	1	hypothetical protein			66.2	+	200	60	1	
20F12	EC13768	20	F12	F	12	1077016	1	conserved hypothetical protein		Hypothetical proteins	22.7	+	214	0	0	
20E10	EC13757	20	E10	E	10	1083578	1	RnfC-related protein		Energy metabolism	92.7	-	450	155	0	
20G8	EC13487	20	G8	G	8	1131597	1	lipoprotein-related protein		Cell envelope	6.5	+	468	0	0	
20G2	EC13146	20	G2	G	2	1187292	1	"transcriptional regulator, putative"		Regulatory functions	14	+	819	0	0	
20H4	EC13501	20	H4	H	4	1203537	1	histidinol-phosphate aminotransferase	hisC	Amino acid biosynthesis	5.8	-	575	0	0	
